File,ppg_rr
end1.csv,14.663831915957978
high1.csv,14.533266633316657
high2.csv,15.838919459729864
high3.csv,16.100050025012504
high4.csv,15.05552776388194
high5.csv,9.919959979989994
high6.csv,17.971485742871433
high7.csv,12.96648324162081
low1.csv,17.405702851425712
low2.csv,12.531265632816408
low3.csv,22.367183591795897
low4.csv,15.664832416208103
low5.csv,13.401700850425211
low6.csv,13.706353176588294
mid1.csv,14.7943971985993
mid2.csv,13.923961980990494
mid3.csv,14.054527263631817
mid4.csv,15.403701850925463
mid5.csv,15.229614807403703
start1.csv,9.571785892946473
