File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
control1.csv,6.007999367517288,5.503784428553373,5.503784428553373,6.45427849301676
end1.csv,6.282525454342052,5.2087928540016355,6.805543927160679,5.975298644559234
high1.csv,8.396828213390195,7.806053572932258,7.716838602117869,10.472919855048985
high2.csv,11.67032519804128,11.851271262934764,10.988035296437456,11.868434590194049
high3.csv,6.213226208690621,5.355908905180915,5.725707462273858,6.308624824788704
high4.csv,10.02176375532731,9.881592323982064,9.881592323982064,10.6571555932937
high5.csv,10.111654987791388,10.971070338245728,10.250282774546601,12.421331696672036
intervene1.csv,5.073570387590364,5.037752856579511,4.697213442441973,5.3914932588293984
low1.csv,10.712891342108222,11.81638450560916,12.455562915349208,10.588305894065291
low2.csv,5.554511125450829,8.625161012374843,6.12580154710263,8.524308657665737
low3.csv,11.133855443253132,10.962114730609018,10.962114730609018,10.163772963785702
low4.csv,18.33567534682256,20.384705832659396,18.872570387826833,16.92675287022873
low5.csv,7.734033086862877,7.825563291628122,7.825563291628122,7.683090184085388
mid1.csv,10.276434948354892,9.217746928580135,10.182327705411739,10.30575436584754
mid2.csv,8.219410423430716,10.557262065181728,10.557262065181728,7.957835700831901
mid3.csv,6.19872211111637,6.565365255768395,7.834022946813953,7.516526806638858
mid4.csv,8.304984351907255,8.891448614689448,7.772047332151145,8.268691457127165
mid5.csv,7.532670545107196,8.719900411471707,8.719900411471707,8.719900411471707
start1.csv,8.735606130294757,8.844127137554866,8.844127137554866,8.075903999469439
