File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
end1.csv,16.14357178589295,16.100050025012504,16.14357178589295,16.274137068534266
high1.csv,17.44922461230615,17.840920460230116,17.884442221110557,23.672836418209105
high2.csv,14.489744872436217,14.5767883941971,14.446223111555778,14.7943971985993
high3.csv,15.621310655327663,15.621310655327663,15.621310655327663,16.97048524262131
high4.csv,17.318659329664833,17.36218109054527,17.318659329664833,17.05752876438219
high5.csv,13.445222611305654,13.445222611305654,13.488744372186094,13.097048524262132
low1.csv,14.489744872436217,14.489744872436217,14.489744872436217,16.70935467733867
low2.csv,20.365182591295646,20.321660830415205,20.321660830415205,19.886443221610804
low3.csv,13.619309654827415,13.619309654827415,13.575787893946972,20.45222611305653
low4.csv,11.09504752376188,11.138569284642323,11.09504752376188,18.189094547273637
low5.csv,16.66583291645823,16.75287643821911,16.70935467733867,21.627313656828413
mid1.csv,13.880440220110055,13.836918459229615,13.967483741870934,16.317658829414707
mid2.csv,16.14357178589295,16.839919959979987,16.100050025012504,16.622311155577787
mid3.csv,10.137568784392196,10.137568784392196,10.137568784392196,23.36818409204602
mid4.csv,15.09904952476238,15.14257128564282,15.09904952476238,15.0120060030015
mid5.csv,9.31065532766383,14.185092546273134,9.31065532766383,9.702351175587793
start1.csv,12.357178589294648,12.531265632816408,17.44922461230615,19.712356178089042
