File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
end1.csv,4.628288416225412,4.024175755522326,4.022254670645406,5.206427651999668
high1.csv,5.244367675904041,5.189218802693627,6.022487549020294,6.001144736701898
high2.csv,6.26923004717529,7.217591675014299,6.395893954853235,6.331611982117476
high3.csv,5.212951999988,5.242507075570206,5.8729191479847165,5.8729191479847165
high4.csv,7.624824347456346,5.912066756501768,5.972089277642796,7.624824347456346
high5.csv,4.986715992300858,4.916642132838972,5.61140454882853,5.575317971635018
low1.csv,3.7268439385649836,3.6126665715615776,3.1873652259806433,4.448683612224049
low2.csv,6.898791112144583,5.657544909924658,5.657544909924658,3.872292834310416
low3.csv,6.646632688578843,6.657215052630777,5.717477161456767,6.608129644515207
low4.csv,6.349562562218917,6.34297140674667,6.355664978391658,2.21188491764548
low5.csv,7.335996458663189,7.252153745589386,7.378287614571463,6.222102198260284
mid1.csv,6.293175361318568,6.568199069789757,6.063085990490367,7.639323851379353
mid2.csv,4.871023966227496,5.922547092582984,4.871023966227496,4.871023966227496
mid3.csv,5.018064654155082,7.15983785493189,6.471186321113633,5.8323581810126015
mid4.csv,4.231667019345358,4.842385422909479,4.260884860173811,4.260884860173811
mid5.csv,5.779944513292897,5.7684877240040375,5.71220844920679,5.779944513292897
start1.csv,5.609423969826115,6.809582426533308,6.216269837005098,6.803411530452478
