File,ppg_si
control1.csv,11.506344319372666
end1.csv,20.517180584111156
high1.csv,15.37672292275364
high2.csv,20.208287294421524
high3.csv,23.192998613342834
high4.csv,21.792167187423964
high5.csv,22.008531571561914
intervene1.csv,17.259516479059
low1.csv,24.255354668543976
low2.csv,25.076670085191438
low3.csv,19.070521615115464
low4.csv,32.81254115643677
low5.csv,15.363072921907309
mid1.csv,20.10672821422022
mid2.csv,18.902331466348315
mid3.csv,24.04701277766974
mid4.csv,16.69367997472432
mid5.csv,15.348841262602697
start1.csv,16.258748130046868
