File,channel,HR,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
high1.csv,LA_RA,89.16457240226168,672.9719606164383,30.86958240981939,,,,,,,39.073349187822025,39.34751356366236,0.04587053282508685,0.05806088733924526,671.875,20.269921874999998,0.030169186046511625,27.34375,0.7900418840840114,653.125,687.5,2.73972602739726,35.61643835616438,630.859375,875.0,4.866666666666666,70.3125,,,0.03236634111319341,0.14278073484287873,0.031157758794630095,0.20630483475070224,0.22668563198536937,0.1568860039189326,0.6920862277193566,-1.9464451482417087,27.82289366369531,33.96751684625186,0.8191029620926036,2969.0394494607776,1.2208477398802828,4.179586078042615,165.87666468436808,0.589041095890411,0.5942028985507246,0.8048780487804879,0.15,50.128534704370175,50.17987240196866,50.070652311274934,46.3768115942029,0.4253886729594671,0.574611327040533,18.146617090942613,21.090642295199917,0.5023447573027214,0.4976552426972786,24.07491356243294,23.962277388883283,0.47144448637641145,0.5285555136235885,21.3178466886774,22.572172359853433,0.8969949075514846,1.9118608724672814,0.9988156588750674,1.287669704773914,-1.2243801043340063,-0.8258060019902755,-0.3489147144237139,0.0017138660077759618,0.18865260486193627,,,,,,,,,,0.6339448257974158,1.1689930854299095,4.997556580254575,1.120830665072978,0.9572600285829334,0.7396763896435876,1.039202304134766,1.5945361756576963,1.8908113241343725,1.8358967890823321,1.1022975241841126
high1.csv,LL_LA,91.66380195509161,673.2313368055555,161.74343922238216,,,,,,,248.86753245004456,250.63859519800042,0.24024942152848322,0.3696612424949006,675.78125,56.466210937499994,0.08355693641618496,61.5234375,0.649917800164829,498.04687500000006,725.7812500000001,70.83333333333334,77.77777777777779,412.109375,1322.265625,9.0,289.0625,,,0.019431782883194568,0.07833267645230227,0.022814201056151822,0.12057866039164866,0.24806739362501956,0.1611544100761997,0.6496396310746179,-2.5467904392565384,177.22825029157613,147.151912619141,1.2043897162946078,81931.09021279687,0.830296029989838,5.620418843781905,488.71859541233727,0.6388888888888888,0.6521739130434783,0.9111111111111111,0.15,50.089816222191516,49.84722451830505,50.30143470898666,50.72463768115942,0.5342195048531815,0.4657804951468187,129.53683107833663,120.95506170940098,0.4488239522512284,0.5511760477487715,98.58342992820621,109.24739233071773,0.4993721080151022,0.5006278919848975,115.10535014113606,115.24998846895119,0.30948624298092386,4.557672218891449,1.0412620613418953,2.2097764583763633,-2.672851634717457,-2.7145162769406683,-0.24361596426548587,0.034028910324494836,2.347384489614876,,,,,,,,,,0.7712319011647248,1.0525211814678426,5.5988220086817035,1.5464362017716746,1.012052349573126,1.0151549939017377,1.036508375989726,0.6970209276898738,2.0392776225067513,3.521337662036285,1.3710944447649582
high1.csv,LL_RA,91.48537176177547,661.4231418918919,109.73151996175096,,,,,,,172.16768913355116,173.35912291527657,0.16590214797728733,0.2602988589741415,671.875,43.435546875,0.06464825581395349,58.10546875,0.6373525747716332,558.9843750000001,702.34375,56.75675675675676,64.86486486486487,462.890625,863.28125,10.571428571428571,250.0,,,0.012896930891733287,0.10293953567004284,0.059842873844944564,0.17567934040672067,0.12528646848643707,0.07341176749568391,0.5859512873381943,-2.273613495453122,122.58341139394427,92.3874426819007,1.3268406163812907,35579.064256178266,0.7536700246087679,5.258164631738863,278.51858479843685,0.7162162162162162,0.7397260273972602,0.9629629629629629,0.29411764705882354,49.94773154923687,49.65439222206866,50.248702856849036,46.57534246575342,0.5647936760342642,0.43520632396573583,92.12484008278288,80.86850846245976,0.3486613251283952,0.6513386748716049,54.55252211760103,74.56179917296885,0.48649923797785005,0.5135007620221502,75.70655133365167,77.7791024532074,0.4493330023215831,3.0399570482327887,0.48547291634476,1.8896352680702706,-1.780718929773185,-2.621366413037771,-0.038097963409782706,0.014257710508736235,1.0752110310698102,,,,,,,,,,0.7261148407420608,1.031472985830481,5.557228196622322,1.1756137747635729,0.8441132594262157,0.8530802976801827,1.1169872663982001,1.1455876996972887,2.0327394187582337,4.029885930321388,1.174761447551423
high1.csv,Vx_RL,89.38220457911633,671.6342037671233,37.075015511040355,,,,,,,48.73254534166495,49.05552121345821,0.055201202236411756,0.07255816494801694,673.828125,17.37421875,0.02578434782608696,25.390625,0.7607855335917014,654.296875,688.671875,8.21917808219178,39.726027397260275,546.875,873.046875,5.214285714285714,148.4375,,,0.03369479799485003,0.15543590787529366,0.0487440509824088,0.2378747568525525,0.21677615201941233,0.14164932185610543,0.6534359085930297,-1.8615218003319698,34.68749170467684,37.39997526045752,0.9274736537419971,4075.623748780387,1.0781977428311706,4.317164194184608,161.29827563106772,0.5753424657534246,0.5735294117647058,0.7948717948717948,0.17647058823529413,52.56673511293635,52.94389136141017,52.204428502444614,41.17647058823529,0.4322684276280565,0.5677315723719437,22.814866387972916,26.146447798972645,0.6267445135847994,0.37325548641520057,29.60851222233892,22.849379717236115,0.5367763420440629,0.46322365795593723,26.43087327654394,24.553318370098598,0.7674716243606402,1.8487100314237952,1.020429145891862,1.2977256279718141,-0.9467590148914979,-1.1151306389369484,-0.35000542142004243,0.0009124888952409075,0.1990458046896261,,,,,,,,,,0.6789182290700473,1.3388921222253067,5.037235990559229,1.027466995533283,0.9461795699932316,0.9634691170106591,1.2986390806739028,1.4621719315978705,1.909977899849095,1.7267883094023029,1.017505406939181
high2.csv,LA_RA,87.40186203176745,686.2540409482758,22.07192951019109,,,,,,,22.34405670872796,22.53885711056586,0.03216291372170541,0.032559453752509224,689.453125,26.061328125,0.0378,34.66796875,0.987821047803259,666.015625,707.03125,3.4482758620689653,34.48275862068966,630.859375,724.609375,5.2727272727272725,85.9375,,,0.002341784965815471,0.08572413847852312,0.005815233135598748,0.09388115657993733,0.027317684462961032,0.024944142691952276,0.9131133616311093,-2.4566208305113215,15.937378703075753,26.608209593253495,0.598964716029472,1332.2398433256355,1.6695474261472107,3.8315525279312648,177.69467136320756,0.4827586206896552,0.5,0.7142857142857143,0.26666666666666666,48.85057471264368,48.81006442629255,48.89040096009249,51.78571428571429,0.505764075067024,0.4942359249329759,11.336119888910057,11.206180062469745,0.47967668298908434,0.5203233170109157,18.428498720981807,19.193416909171734,0.4865663629905883,0.5134336370094117,15.298973482638798,15.715688407476362,0.9437505262233684,1.4184453127903822,1.5855097881573759,1.6529731826185596,-1.5074397152626382,-2.595757212766221,-0.4524384945596042,0.0033479873986566743,0.2500201441589882,,,,,,,,,,0.372218941455138,2.03688192726104,4.7222171506288255,1.4731311240112615,0.9956980190790883,0.0,0.0,2.180469751944646,1.92797981568849,3.7393400291508905,1.0099967232978573
high2.csv,LL_LA,88.49128497063184,690.0255926724138,153.37786906651908,,,,,,,261.87277090268105,264.1663552922675,0.2222785222682812,0.3795116785284279,691.40625,43.435546875,0.06282203389830508,54.19921875,0.5856961322776029,496.09375,878.90625,70.6896551724138,84.48275862068965,419.921875,937.5,9.666666666666666,296.875,,,0.0014339489295181077,0.030356996277802313,0.0638834954144417,0.09567444062176211,0.04723619281683155,0.014987795279483887,0.31729473494196014,-3.49472826818056,186.79382118849716,110.62574538640689,1.6885203397820396,64918.51682740789,0.5922345004911719,5.519338699042193,262.06553224152896,0.7068965517241379,0.7321428571428571,0.926829268292683,0.3333333333333333,49.005658852061444,48.60843373651471,49.41575932656732,57.14285714285714,0.5627351304824744,0.43726486951752586,140.14279479112483,123.5352941045956,0.2897452339943094,0.7102547660056908,59.54761344284525,93.2316323763539,0.49186252867985675,0.508137471320143,107.67061158599836,109.43743912635321,0.23646621231211484,3.44959634871397,0.6980121914587942,1.74769906858,-2.3574992333162825,-2.834447981308135,-0.19570733181215957,0.016609659511991625,1.267103267667278,,,,,,,,,,0.7562159992797772,1.0986122886681098,5.418157288156417,1.456402993597551,0.5275094177919494,0.8690765534638204,0.8630453832012148,1.1660524665350345,2.088490406438087,5.066696689972671,1.2119960679574286
high2.csv,LL_RA,86.98090514272894,689.3521012931035,70.2309987086531,,,,,,,116.60439495314479,117.58699958610977,0.1018797194886504,0.16915070648862232,691.40625,26.061328125,0.03769322033898305,36.1328125,0.6023014718859788,666.015625,710.15625,24.137931034482758,43.103448275862064,478.515625,886.71875,5.8,234.375,,,0.00227052599613957,0.0975958200874762,0.06451574024206268,0.16438208632567847,0.023264582377651753,0.013812490441574876,0.5937132340206255,-2.326920613452771,83.14656478671797,51.2885426639199,1.6211528046635126,13397.215482524101,0.6168449988942039,4.833984652637183,126.54832417124399,0.5689655172413793,0.5892857142857143,0.7878787878787878,0.26666666666666666,47.23860589812333,47.291535143051256,47.210344454177005,50.0,0.5359194341489346,0.4640805658510654,60.89660613813152,56.66827950199264,0.32924832778236907,0.670751672217631,29.429450149211636,42.00502437213671,0.4789938125561981,0.5210061874438018,47.825145975875756,49.878432083515605,0.190840094257223,2.0395048358055154,0.8025894791894677,0.8349241563586064,-0.318261196799142,-0.5674494201487412,-0.48414581980808696,0.003804239491753656,0.37597554952653967,,,,,,,,,,0.6367064461520964,0.9850575891212474,5.047299098426642,0.7879161975461111,0.5677444737133478,0.9710692803007891,0.9541905349176706,1.278067167931794,2.065071770577917,2.2984170796077366,1.4139954126170002
high2.csv,Vx_RL,87.35169634660659,686.9517543859649,41.77710827660023,,,,,,,65.4988848176327,66.09118786421867,0.060815199917413264,0.09534713959087154,687.5,26.061328125,0.037907386363636365,35.15625,0.6378293064518493,667.96875,707.03125,21.052631578947366,45.614035087719294,568.359375,816.40625,5.7,140.625,,,0.0011673424385957234,0.059016326409801506,0.04120536619427164,0.10138903504266887,0.01977999156521287,0.011513497865962088,0.5820779967475269,-2.829941154545811,46.733527115463076,36.957464926103114,1.2645219905885676,5426.010200153083,0.7908126607861943,4.441450715802045,116.90572469649622,0.631578947368421,0.6607142857142857,0.9459459459459459,0.38461538461538464,50.3056768558952,50.482012550803326,50.12622376256801,41.07142857142857,0.3432572762349354,0.6567427237650645,27.38050492400507,37.872956722984426,0.8113905670375228,0.18860943296247717,33.290257208328626,16.0503267495545,0.5233751799447277,0.4766248200552722,30.478954008382097,29.085854291291806,0.42668124282268804,1.7109548752745383,0.917371168833228,0.926148409931371,-0.0846549571740951,-0.35017768707166264,-0.4948699751086454,0.002245702168890719,0.25157690147331707,,,,,,,,,,0.6189407456441196,1.6945957207744071,4.9814983472703425,1.0732434098053836,0.808760190430389,0.6858273082374727,1.2464034838506908,1.692407594828968,1.96100849201785,3.1295084139356844,1.1256454413300379
high3.csv,LA_RA,91.79072732644288,653.6155523255813,23.34688257574629,,,,,,,20.294153550060155,20.405053111253668,0.03571959463430371,0.031049067724678556,656.25,23.165625,0.0353,30.76171875,1.1504240626816922,632.8125,675.78125,1.1627906976744187,31.3953488372093,607.421875,699.21875,5.375,70.3125,,,0.015017325463535578,0.03828650815186225,0.00039669217994045417,0.05370052579533828,0.3922354424166817,0.2796495051234531,0.7129633757736108,-3.262657712431732,14.428551425439128,29.61147899906595,0.4872620994680561,1342.24780965377,2.0522835679025717,3.834802813894472,243.0846070843006,0.5465116279069767,0.5375,0.7441860465116279,0.21739130434782608,48.00590841949778,48.02996300308514,47.9821795234308,47.5,0.41266209000762766,0.5873379099923722,9.273059591955803,11.062920226540644,0.41669544364491196,0.583304556355088,19.114787548126863,22.61558280261859,0.4159209800090663,0.5840790199909336,15.022728400759785,17.802426652578855,1.0529806744910883,1.93748123983362,1.0443393490181476,1.9578536164337341,-1.7839961745161297,-2.656260818567801,-0.028504199868260954,0.001905821310040172,0.2925156372781043,,,,,,,,,,0.7105810237049734,1.7047480922384255,4.950754836218596,1.3869984646348827,0.8285465011681314,1.0711188619183343,1.3374527843864072,1.758551733908689,1.7779438481667371,2.711327513657424,1.0461361228584811
high3.csv,LL_LA,94.27128282091644,646.484375,150.70823004103423,,,,,,,237.2719114276253,238.64663356774912,0.2331196790967055,0.3670187874650881,654.296875,56.466210937499994,0.08630059701492536,83.0078125,0.6351709696029677,446.875,776.5625000000011,72.72727272727273,82.95454545454545,390.625,906.25,14.666666666666666,257.8125,,,0.004627579608362048,0.07202887397457193,0.010683722905340403,0.08734017648827438,0.06424617452711678,0.05298340116112899,0.8246934786563199,-2.6306882129314775,168.74865290309654,132.1283344909041,1.2771571938244133,70046.4529172554,0.78298897335067,5.552356257899554,413.82011589426764,0.5795454545454546,0.5930232558139534,0.8627450980392157,0.16666666666666666,49.84580239862936,49.93004587117186,49.7635176651563,50.0,0.4895460220364948,0.5104539779635052,118.06970950106961,120.56466064003432,0.5394048975146787,0.46059510248532154,97.04058440118875,89.67174445953418,0.508495547269958,0.49150445273004223,108.06787525113836,106.24702148686956,0.5132388700476235,3.1395152282705414,0.9012954011952439,1.9650934915953675,-2.6345674778483996,-3.394770320595241,-0.16115848688329631,0.011587639248745696,0.9905729284593742,,,,,,,,,,0.8098867778799099,1.0667370801376608,5.77460590833627,1.4703711171678242,1.0503091420742268,1.1694603570231321,1.222675508731865,1.0566843322957395,2.0391720468491075,11.004985859942709,1.2478447445094778
