File,ppg_rr
control1.csv,12.139569784892446
end1.csv,11.05152576288144
high1.csv,11.399699849924962
high2.csv,15.360180090045024
high3.csv,12.226613306653325
high4.csv,12.444222111055526
high5.csv,12.531265632816408
intervene1.csv,9.00600300150075
low1.csv,11.834917458729365
low2.csv,11.225612806403202
low3.csv,15.05552776388194
low4.csv,12.922961480740371
low5.csv,14.315657828914457
mid1.csv,9.00600300150075
mid2.csv,9.00600300150075
mid3.csv,13.532266133066532
mid4.csv,9.658829414707354
mid5.csv,15.27313656828414
start1.csv,13.532266133066532
