File,ppg_rr
control1.csv,15.229614807403703
end1.csv,13.097048524262132
high1.csv,18.537268634317158
high2.csv,9.658829414707354
high3.csv,18.102051025512758
high4.csv,18.624312156078037
high5.csv,22.97648824412206
intervene1.csv,12.618309154577288
low1.csv,16.491745872936466
low2.csv,9.09304652326163
low3.csv,20.278139069534767
low4.csv,17.884442221110557
low5.csv,19.40770385192596
mid1.csv,15.969484742371186
mid2.csv,23.19409704852426
mid3.csv,18.754877438719358
mid4.csv,15.490745372686343
mid5.csv,21.801400700350175
start1.csv,11.965482741370685
