File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
end1.csv,6.126282435869482,5.492304100109876,7.51287100330931,3.536437880942873
high1.csv,7.657672148533843,5.385560504560438,4.752489806443871,3.7784149774226328
high2.csv,9.580559213633531,7.840435364511778,6.637416491412052,6.0358643685524545
high3.csv,6.705855002600284,6.802650854287526,6.714790189778207,4.7318646490327225
high4.csv,6.300156008564201,6.40641362806189,6.300156008564201,3.809914733706693
high5.csv,6.518744867756169,5.846943657194936,5.424142729930481,4.664765160225445
low1.csv,6.354901214046127,5.8314502090010265,6.9436639922947885,4.1733904162492745
low2.csv,10.032814624725006,8.534542479171781,7.764542491688694,5.9919814350679985
low3.csv,9.391476334139988,6.581520558317817,9.540556703999103,4.432436953858368
low4.csv,7.183306983482387,6.041534510120863,5.857678821596117,4.866111182359036
low5.csv,9.533211017233095,7.957129310905444,9.521012405688577,6.804826466092115
mid1.csv,5.441097001734188,5.3826966473502065,6.274919754310278,3.2870364027745143
mid2.csv,6.403923605180476,6.116076576863956,5.326264080164538,4.814335528775076
mid3.csv,7.526619099759277,6.983845522810221,7.643017022420025,4.551925810148284
mid4.csv,6.481199588647643,6.124472018807621,5.760887605125265,3.3950841336881967
mid5.csv,7.645419605501035,8.396828213390195,7.338889772307002,7.374031672337435
start1.csv,5.050443469152188,5.777294580619056,5.802608207617654,2.105597110945086
