File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
control1.csv,2.9955707226074333,0.6728470739664294,2.9088396033792416,5.872015274312878
end1.csv,3.0402631930818766,1.3680690742514168,2.0722313457325945,3.426277131862839
high1.csv,7.245248244486489,3.1621251932079524,3.128994614960726,4.947519940033322
high2.csv,8.224617848275088,2.676976438202501,4.31087321607618,9.060414375435702
high3.csv,8.658920507430128,2.1897192357910855,4.752809226399634,7.323078687664213
high4.csv,7.042860862919944,2.6663653095794055,3.384584917454692,3.4641534171356176
high5.csv,4.382989801312711,2.0871320698994635,2.3561918450845734,4.359811102716143
intervene1.csv,4.324279082567606,1.8450259973950618,2.3555972738866804,3.1255776150281775
low1.csv,8.501238767847871,3.0570569422158447,1.7434663623463045,9.20831820488787
low2.csv,9.645794353675512,2.445310585147617,3.960194449016015,9.13775936875419
low3.csv,9.072753389440049,1.3879369790076965,3.6733100763309494,4.426112313525171
low4.csv,9.844260901053943,1.5447230890407493,7.366834030765297,4.69725561360082
low5.csv,7.79794094958397,1.3954089036057298,3.402324587627816,6.7071086389035255
mid1.csv,1.8271363849576467,1.6412219034072055,7.385468969095091,8.127789641979922
mid2.csv,8.379267730844022,3.3308396270514913,5.278164276796171,7.338889772307002
mid3.csv,8.701912435357517,2.917609112583235,3.652375518818862,9.518438811262405
mid4.csv,7.753305140264725,2.2593082773079245,3.2891627830530905,8.457152637850161
mid5.csv,10.412556701816895,3.3372949541548484,3.531924925663601,9.591087426937616
start1.csv,7.304751037637724,2.614215352757813,2.676551257885651,4.823616278828806
