File,ppg_si
control1.csv,3.709695425489787
end1.csv,7.369958691627187
high1.csv,8.840736201087623
high2.csv,9.063058944592333
high3.csv,9.13874398805221
high4.csv,8.063242090863515
high5.csv,7.715885154726593
high6.csv,7.884702755932345
intervene1.csv,6.144196617437688
low1.csv,9.41329163957099
low2.csv,11.718600444994538
low3.csv,13.137926125559485
low4.csv,7.48245218161891
low5.csv,9.964786485267494
low6.csv,9.127734396598573
mid1.csv,12.903393242182455
mid2.csv,7.996246633493001
mid3.csv,6.554771923189621
mid4.csv,9.357881465571792
mid5.csv,6.632282623229489
mid6.csv,5.595711961446069
start1.csv,10.808328471571176
