File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
end1.csv,5.451227548190854,8.472908656545764,8.46276752944485,9.240857916199966
high1.csv,13.090049154988561,14.878868385944578,14.949889641006807,13.655785525662088
high2.csv,14.314931613805733,13.374210654492797,13.066716432575975,13.374210654492797
high3.csv,8.757320132367349,9.657764717509433,10.57955118171485,10.329847214602065
high4.csv,11.202401553456768,11.14492840018499,11.628757776662832,11.836449828643257
high5.csv,9.085586376828465,10.61904763787808,8.177002608173531,9.945286363619458
high6.csv,14.711186042681227,14.67560875712234,13.429414072052776,15.581395220252448
high7.csv,6.9511567377598125,9.561152437922082,8.963110739233445,9.854539603851736
low1.csv,8.71292800654433,9.741349652847425,9.521848779471227,9.752540178826548
low2.csv,10.939105503415298,11.561530939672206,9.77127706483935,11.801675499353063
low3.csv,8.547501876373568,11.222828355511117,11.969610460456387,10.931276490781736
low4.csv,9.776328666011253,11.275536490868602,9.897778399242943,9.874679701713209
low5.csv,11.722259836112563,10.50411038353978,11.40904761573602,9.845917168297337
low6.csv,10.840258610474935,12.263552205045736,10.750989454484685,11.462431225137992
mid1.csv,13.62137141968024,12.640369917279815,13.791774275756532,12.841157662482049
mid2.csv,12.443836850056735,12.322726066878905,13.070224746891462,12.627036730971511
mid3.csv,4.954151568564713,4.532957609215365,4.486036715656111,4.925491078198385
mid4.csv,11.41475949944372,9.890880991855278,8.660258167378265,9.418992390008471
mid5.csv,7.122022318282924,6.901006605697524,6.737343692110941,8.819619637342951
start1.csv,8.28941396141901,8.830886968378927,10.013284617622181,8.820846161302034
