File,ppg_rr
control1.csv,9.267133566783393
end1.csv,16.274137068534266
high1.csv,20.060530265132567
high2.csv,18.015007503751875
high3.csv,20.017008504252125
high4.csv,20.147573786893446
high5.csv,23.2376188094047
intervene1.csv,12.313656828414208
low1.csv,16.66583291645823
low2.csv,20.843921960980488
low3.csv,21.279139569784892
low4.csv,23.759879939969984
low5.csv,18.49374687343672
mid1.csv,18.363181590795396
mid2.csv,19.973486743371684
mid3.csv,18.88544272136068
mid4.csv,19.36418209104552
mid5.csv,16.92696348174087
start1.csv,16.622311155577787
