File,ppg_si
end1.csv,7.432230443672389
high1.csv,8.86632704663441
high2.csv,6.4
high3.csv,10.707017943206765
high4.csv,9.916820928852854
high5.csv,11.699381271617744
high6.csv,9.648363026488436
high7.csv,9.869908172223834
low1.csv,8.24734392934759
low2.csv,9.639239276905055
low3.csv,8.514197891286287
low4.csv,7.769356441291369
low5.csv,6.10068757160173
low6.csv,10.604710673087148
mid1.csv,5.875459180024289
mid2.csv,7.211982973683342
mid3.csv,8.966945066542657
mid4.csv,9.394890795744944
mid5.csv,10.072185284667311
start1.csv,5.135194645893348
