File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
control1.csv,13.053526763381692,13.053526763381692,13.053526763381692,13.053526763381692
end1.csv,14.185092546273134,14.228614307153578,14.185092546273134,14.185092546273134
high1.csv,16.056528264132066,16.100050025012504,16.100050025012504,16.187093546773387
high2.csv,9.267133566783393,9.267133566783393,9.267133566783393,9.267133566783393
high3.csv,17.275137568784395,17.318659329664833,17.318659329664833,17.318659329664833
high4.csv,17.405702851425712,17.36218109054527,17.36218109054527,17.36218109054527
high5.csv,15.360180090045024,15.360180090045024,15.360180090045024,15.360180090045024
high6.csv,16.66583291645823,16.66583291645823,16.70935467733867,16.66583291645823
intervene1.csv,12.748874437218609,12.748874437218609,12.748874437218609,12.792396198099048
low1.csv,16.75287643821911,16.75287643821911,16.75287643821911,16.75287643821911
low2.csv,14.402701350675338,14.402701350675338,14.402701350675338,14.402701350675338
low3.csv,15.795397698849424,15.795397698849424,15.751875937968986,15.795397698849424
low4.csv,13.880440220110055,13.836918459229615,13.836918459229615,13.880440220110055
low5.csv,15.27313656828414,15.229614807403703,15.229614807403703,15.229614807403703
low6.csv,15.534267133566782,15.534267133566782,15.534267133566782,15.534267133566782
mid1.csv,16.448224112056028,16.448224112056028,16.448224112056028,16.448224112056028
mid2.csv,14.533266633316657,14.533266633316657,14.533266633316657,14.533266633316657
mid3.csv,14.92496248124062,14.88144072036018,14.88144072036018,14.88144072036018
mid4.csv,15.09904952476238,15.186093046523263,17.01400700350175,10.659829914957479
mid5.csv,14.446223111555778,14.446223111555778,14.446223111555778,14.402701350675338
mid6.csv,14.5767883941971,14.5767883941971,14.62031015507754,14.5767883941971
start1.csv,15.31665832916458,15.31665832916458,15.31665832916458,15.360180090045024
