File,ppg_si
end1.csv,17.15352049306854
high1.csv,32.25296836345406
high2.csv,24.258741323742353
high3.csv,34.708873250984986
high4.csv,22.48085428052523
high5.csv,24.80648105530927
high6.csv,17.736200269505304
high7.csv,25.347777100202862
low1.csv,20.113259553750684
low2.csv,34.24163609094281
low3.csv,31.511421690709177
low4.csv,32.25296836345406
low5.csv,25.966106429874543
low6.csv,25.16342718376911
mid1.csv,32.753044206026175
mid2.csv,28.746175204129898
mid3.csv,24.338587531603178
mid4.csv,21.801744057667587
mid5.csv,25.410133349655815
start1.csv,21.9379608230053
