File,ppg_rr
end1.csv,23.890445222611305
high1.csv,12.444222111055526
high2.csv,11.921960980490246
high3.csv,14.83791895947974
high4.csv,23.977488744372184
high5.csv,19.79939969984992
high6.csv,12.052526263131565
high7.csv,17.797398699349674
low1.csv,10.050525262631316
low2.csv,12.618309154577288
low3.csv,16.75287643821911
low4.csv,11.921960980490246
low5.csv,9.00600300150075
low6.csv,12.792396198099048
mid1.csv,12.313656828414208
mid2.csv,10.96448224112056
mid3.csv,13.097048524262132
mid4.csv,13.967483741870934
mid5.csv,23.498749374687343
start1.csv,10.398699349674839
