File,ppg_rr
control1.csv,13.575787893946972
end1.csv,17.44922461230615
high1.csv,15.708354177088543
high2.csv,13.880440220110055
high3.csv,17.710355177588795
high4.csv,16.274137068534266
high5.csv,16.535267633816908
intervene1.csv,12.487743871935969
low1.csv,16.056528264132066
low2.csv,15.447223611805903
low3.csv,16.75287643821911
low4.csv,13.662831415707855
low5.csv,16.056528264132066
mid1.csv,13.445222611305654
mid2.csv,11.660830415207602
mid3.csv,14.663831915957978
mid4.csv,16.100050025012504
mid5.csv,13.880440220110055
start1.csv,16.187093546773387
