File,ppg_si
end1.csv,34.19791869540664
high1.csv,22.649546506435012
high2.csv,23.719532683373828
high3.csv,17.22396645886573
high4.csv,16.09060764300055
high5.csv,16.242922402706796
high6.csv,16.286950663177006
high7.csv,26.885377613337788
low1.csv,19.791848213778714
low2.csv,17.479391795172322
low3.csv,18.45599362331112
low4.csv,15.367685764804204
low5.csv,16.0125146675371
low6.csv,18.144677302746494
mid1.csv,20.74335721832097
mid2.csv,18.655458820164398
mid3.csv,12.862269647826631
mid4.csv,19.081113407998206
mid5.csv,25.919696908542118
start1.csv,15.270112170275024
