File,ppg_si
control1.csv,13.452875419405045
end1.csv,3.0457616183236556
high1.csv,17.800397464077303
high2.csv,15.984397850994242
high3.csv,15.55833645044788
high4.csv,14.298074612038091
high5.csv,17.20745145401168
intervene1.csv,13.864980818239601
low1.csv,17.7598959384146
low2.csv,15.264890726398564
low3.csv,17.32915838862987
low4.csv,15.383685441979686
low5.csv,16.105527078419904
mid1.csv,15.065341090214392
mid2.csv,17.09637368073589
mid3.csv,17.00380580236983
mid4.csv,15.67673435381234
mid5.csv,19.929572970534988
start1.csv,16.363590965775185
