File,ppg_rr
control1.csv,12.226613306653325
end1.csv,11.660830415207602
high1.csv,12.879439719859931
high2.csv,11.138569284642323
high3.csv,23.977488744372184
high4.csv,11.704352176088046
high5.csv,13.22761380690345
high6.csv,14.098049024512257
high7.csv,13.053526763381692
intervene1.csv,11.356178089044523
low1.csv,13.836918459229615
low2.csv,11.26913456728364
low3.csv,11.399699849924962
low4.csv,9.876438219109554
low5.csv,12.096048024012006
low6.csv,16.404702351175587
mid1.csv,19.10305152576288
mid2.csv,11.921960980490246
mid3.csv,13.619309654827415
mid4.csv,11.878439219609803
mid5.csv,20.191095547773884
start1.csv,14.88144072036018
