File,ppg_rr
end1.csv,19.233616808404204
high1.csv,17.710355177588795
high2.csv,19.27713856928464
high3.csv,17.840920460230116
high4.csv,21.23561780890445
high5.csv,18.450225112556275
high6.csv,19.19009504752376
high7.csv,19.14657328664332
low1.csv,10.5727863931966
low2.csv,11.356178089044523
low3.csv,10.268134067033516
low4.csv,14.141570785392695
low5.csv,11.399699849924962
low6.csv,18.537268634317158
mid1.csv,16.36118059029515
mid2.csv,14.968484242121061
mid3.csv,9.180090045022512
mid4.csv,9.615307653826914
mid5.csv,18.71135567783892
start1.csv,10.442221110555277
