File,ppg_si
control1.csv,8.925463216955576
end1.csv,10.152101378195669
high1.csv,9.79029923620887
high2.csv,9.662097358033883
high3.csv,8.077277335760204
high4.csv,7.033881830972069
high5.csv,11.375299768867244
high6.csv,7.799265759205505
high7.csv,8.73487488265781
intervene1.csv,9.106554635499494
low1.csv,11.403146321596774
low2.csv,10.32921655754756
low3.csv,7.39008344562721
low4.csv,10.640719981031248
low5.csv,10.95578860827937
low6.csv,12.642938837114746
mid1.csv,6.227254469254655
mid2.csv,10.728936119560561
mid3.csv,9.61517405910859
mid4.csv,11.990618778935804
mid5.csv,17.134492732921352
start1.csv,8.966738794730832
