File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
end1.csv,3.5026247552927776,3.9160535262541085,4.331293566454217,3.4744658239171002
high1.csv,4.735870949274924,3.902361945668136,4.845044986506259,4.741667700548245
high2.csv,3.7505036303024193,4.574850777778119,4.233854426154422,4.566017276441723
high3.csv,4.5726590243045,4.5308137810105515,4.6922346969920685,4.687689529817445
high4.csv,5.367065021491898,5.406550004823497,5.367065021491898,5.2885187733242285
high5.csv,3.7329936150479583,4.263782926216197,4.219348581506283,4.761869832332484
high6.csv,7.254697684855124,7.254697684855124,7.164010398901612,6.5330573270614805
low1.csv,7.162976217610789,7.2155630101280455,6.089487326814357,7.0906238570389535
low2.csv,6.69216725820127,7.489639570282572,7.489639570282572,6.536634214859188
low3.csv,5.746790380506703,6.393400222740493,4.921257267896271,5.7231894989405765
low4.csv,5.759186572340929,5.720140789442611,4.800543842412467,6.605049649174499
low5.csv,6.7075259064788195,6.782855256614044,6.782855256614044,7.232123207500454
low6.csv,6.940135491911655,6.940135491911655,5.581635614422919,4.909249793471076
mid1.csv,7.501667101548743,6.148040344193018,7.6191938457673105,3.348140129920927
mid2.csv,4.360842045870479,5.3017497980296255,3.7390209494004685,3.632676266430574
mid3.csv,3.5759212501413935,4.210404826174912,3.5759212501413935,4.284468324113107
mid4.csv,6.388381713760578,5.532500853188629,5.487702538142644,6.919323273949299
mid5.csv,6.9406902520571006,7.95700535166923,7.020932111475937,8.64435792241731
mid6.csv,5.22517971317292,4.596641094230639,5.16457990203909,4.936811931816993
start1.csv,3.8639143563818306,3.8806413365556818,3.2728688577974396,3.783804027379502
