File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
control1.csv,5.45864800907638,6.467141985474658,6.466007299618838,3.458362632678974
end1.csv,5.517185002299204,6.097496845767819,4.9698432913739286,4.274272139131728
high1.csv,8.902455119626921,8.633153306013469,9.599366312749199,5.600344836536377
high2.csv,6.7486180622586796,6.0682421774961846,7.913456129061792,5.089122544541524
high3.csv,6.40932318995852,5.871086084454333,5.941871996716028,4.196743868611379
high4.csv,9.552504807245759,7.478477966927913,8.143620754686125,4.097337589319368
high5.csv,9.504904738987218,8.882906956955914,10.093918026295905,8.675685949551479
intervene1.csv,5.634667406754844,5.627420243103998,6.196470799267529,5.908103092454324
low1.csv,7.265518339793241,6.623816227872972,6.623816227872972,7.913869353579922
low2.csv,9.037974634267576,7.5423127476493,8.432562005653526,5.834357213273808
low3.csv,5.254558102836392,3.989664222514949,5.1914590526742606,4.014638890339265
low4.csv,8.49183651925227,7.265635386815565,7.275663873834083,7.275663873834083
low5.csv,8.354666902119876,8.248233678575096,6.315534545654744,7.276817462273722
mid1.csv,10.980721297368335,9.169256760202398,8.20123256758482,8.29803735315077
mid2.csv,6.778981798221261,6.834321343354568,6.72496514616346,6.301078338053466
mid3.csv,8.09466994681494,7.022516904941427,8.042659115115969,6.442010044573591
mid4.csv,6.400832162275161,6.344436065932934,6.336233818074283,4.6352446646574474
mid5.csv,8.155886090355946,9.440775761240397,9.66829697199102,9.54801900995344
start1.csv,6.181069002578161,5.61008662398103,5.547679210525647,4.831216432499952
