File,ppg_si
end1.csv,7.619756334701359
high1.csv,6.0109496452332785
high2.csv,6.719646177946168
high3.csv,5.919965312804868
high4.csv,7.461034157552004
high5.csv,5.709287673290887
high6.csv,6.332511294952367
high7.csv,6.795927976984306
low1.csv,11.028162156562244
low2.csv,7.877855422677295
low3.csv,7.51318106731199
low4.csv,6.4613716144969935
low5.csv,6.557399612981758
low6.csv,9.081981053861554
mid1.csv,8.997144913848532
mid2.csv,5.420858356193113
mid3.csv,7.101869897185954
mid4.csv,3.7883856111617527
mid5.csv,5.634885800483993
start1.csv,5.307480862473582
