File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
end1.csv,10.224612306153077,10.181090545272637,10.181090545272637,10.137568784392196
high1.csv,13.749874937468734,9.223611805902953,13.706353176588294,13.836918459229615
high2.csv,11.921960980490246,11.921960980490246,11.878439219609803,11.878439219609803
high3.csv,9.702351175587793,9.702351175587793,9.658829414707354,15.577788894447224
high4.csv,10.920960480240119,10.877438719359679,10.920960480240119,14.315657828914457
high5.csv,12.226613306653325,12.270135067533769,12.226613306653325,12.226613306653325
high6.csv,15.31665832916458,11.05152576288144,15.31665832916458,15.403701850925463
low1.csv,14.141570785392695,14.098049024512257,14.185092546273134,14.315657828914457
low2.csv,14.83791895947974,14.7943971985993,14.7943971985993,13.271135567783892
low3.csv,10.224612306153077,10.224612306153077,10.224612306153077,10.181090545272637
low4.csv,16.187093546773387,16.14357178589295,16.14357178589295,16.187093546773387
low5.csv,9.658829414707354,9.658829414707354,9.702351175587793,9.571785892946473
low6.csv,10.920960480240119,10.920960480240119,10.920960480240119,10.877438719359679
mid1.csv,20.060530265132567,20.147573786893446,20.147573786893446,10.74687343671836
mid2.csv,9.702351175587793,9.702351175587793,9.702351175587793,9.00600300150075
mid3.csv,9.223611805902953,9.267133566783393,9.223611805902953,9.267133566783393
mid4.csv,11.617308654327163,9.00600300150075,11.660830415207602,9.00600300150075
mid5.csv,9.00600300150075,9.00600300150075,9.00600300150075,17.01400700350175
mid6.csv,21.540270135067534,21.540270135067534,21.540270135067534,9.397698849424712
start1.csv,9.049524762381191,9.049524762381191,9.049524762381191,10.703351675837919
