File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
end1.csv,16.404702351175587,23.41170585292646,16.448224112056028,16.404702351175587
high1.csv,16.75287643821911,17.18809404702351,16.75287643821911,16.75287643821911
high2.csv,17.318659329664833,17.318659329664833,17.318659329664833,17.318659329664833
high3.csv,9.00600300150075,17.18809404702351,17.797398699349674,9.00600300150075
high4.csv,16.79639819909955,16.448224112056028,16.79639819909955,16.79639819909955
high5.csv,16.274137068534266,16.187093546773387,16.230615307653828,16.274137068534266
high6.csv,17.492746373186595,17.492746373186595,17.44922461230615,17.44922461230615
high7.csv,9.832916458229114,17.44922461230615,17.492746373186595,17.44922461230615
low1.csv,14.968484242121061,16.36118059029515,14.92496248124062,14.92496248124062
low2.csv,14.750875437718857,23.672836418209105,14.750875437718857,14.750875437718857
low3.csv,16.36118059029515,18.49374687343672,16.317658829414707,16.317658829414707
low4.csv,16.230615307653828,16.187093546773387,16.274137068534266,16.317658829414707
low5.csv,15.882441220610303,15.795397698849424,15.882441220610303,15.882441220610303
low6.csv,16.70935467733867,14.663831915957978,16.66583291645823,16.75287643821911
mid1.csv,16.100050025012504,16.14357178589295,16.100050025012504,16.056528264132066
mid2.csv,16.883441720860432,16.622311155577787,16.883441720860432,16.883441720860432
mid3.csv,16.448224112056028,16.491745872936466,16.491745872936466,16.491745872936466
mid4.csv,16.448224112056028,16.013006503251624,16.448224112056028,16.448224112056028
mid5.csv,15.31665832916458,21.01800900450225,15.534267133566782,15.14257128564282
start1.csv,15.14257128564282,18.754877438719358,15.14257128564282,15.14257128564282
