File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
control1.csv,9.267133566783393,9.267133566783393,9.267133566783393,9.267133566783393
end1.csv,16.404702351175587,16.36118059029515,16.36118059029515,16.404702351175587
high1.csv,18.580790395197596,18.580790395197596,18.580790395197596,18.580790395197596
high2.csv,17.971485742871433,17.971485742871433,18.015007503751875,17.971485742871433
high3.csv,18.49374687343672,18.49374687343672,18.537268634317158,18.49374687343672
high4.csv,20.104052026013004,20.104052026013004,20.104052026013004,20.104052026013004
high5.csv,21.192096048024013,21.192096048024013,21.192096048024013,21.148574287143568
intervene1.csv,16.92696348174087,16.92696348174087,16.92696348174087,16.92696348174087
low1.csv,18.276138069034516,18.276138069034516,18.276138069034516,18.276138069034516
low2.csv,20.234617308654325,20.234617308654325,20.234617308654325,20.234617308654325
low3.csv,21.192096048024013,21.192096048024013,21.192096048024013,21.148574287143568
low4.csv,19.929964982491242,19.929964982491242,19.929964982491242,19.79939969984992
low5.csv,18.580790395197596,18.580790395197596,18.580790395197596,18.580790395197596
mid1.csv,20.974487243621812,20.974487243621812,20.974487243621812,20.974487243621812
mid2.csv,19.929964982491242,19.929964982491242,19.929964982491242,19.973486743371684
mid3.csv,20.75687843921961,20.80040020010005,20.75687843921961,20.75687843921961
mid4.csv,19.27713856928464,19.27713856928464,19.27713856928464,19.27713856928464
mid5.csv,15.09904952476238,15.403701850925463,15.09904952476238,11.312656328164083
start1.csv,14.533266633316657,14.533266633316657,14.533266633316657,14.533266633316657
