File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
end1.csv,3.565128543764205,3.9957723368834785,3.890094155485904,4.371567872395817
high1.csv,5.548298067614233,5.541544202581718,5.50064663844998,5.541544202581718
high2.csv,4.51042679083424,4.472681970013518,3.868853169772666,4.489984479380403
high3.csv,6.1649887990756405,7.520201471637951,6.86497330499942,6.103027540071693
high4.csv,7.944673039730378,8.799121420654165,8.70295327172693,8.609870881347897
high5.csv,4.254697468075358,4.9138131952661706,4.560650482441429,4.951134729818353
low1.csv,5.754071303578622,6.968831396267026,6.498483441079325,6.41921620068784
low2.csv,6.25593463388886,7.3066698704708575,6.3785879367731875,7.365358924691399
low3.csv,4.978557082832912,6.265370438095807,6.416886599376976,6.299135557361649
low4.csv,5.67305444979055,5.645096687687541,7.9833722966351575,6.857949304050785
low5.csv,9.55857567205128,8.453922409176881,8.453922409176881,8.366191769856034
mid1.csv,6.633281969861994,6.625546361434637,7.612072272964443,6.64883482115334
mid2.csv,8.078934310527625,6.435228754410866,6.669313098414082,10.154413723371187
mid3.csv,4.812895720592017,4.711763068975136,3.694083694083694,3.3543099024429552
mid4.csv,6.2109126023434404,6.920814946061772,6.2109126023434404,5.664968184306105
mid5.csv,10.655003724232898,8.710481528950716,10.655003724232898,10.500979064533476
start1.csv,5.4015471413935,4.914451487751737,5.49452379936893,4.8312906367302135
