File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
control1.csv,12.226613306653325,12.226613306653325,12.270135067533769,12.226613306653325
end1.csv,11.399699849924962,11.399699849924962,11.399699849924962,11.399699849924962
high1.csv,11.09504752376188,11.05152576288144,11.05152576288144,11.008004002001
high2.csv,13.619309654827415,13.619309654827415,13.619309654827415,13.532266133066532
high3.csv,12.705352676338169,12.748874437218609,12.705352676338169,12.792396198099048
high4.csv,11.704352176088046,11.704352176088046,11.704352176088046,11.704352176088046
high5.csv,13.140570285142571,13.18409204602301,13.140570285142571,9.702351175587793
high6.csv,9.00600300150075,9.00600300150075,9.00600300150075,9.00600300150075
high7.csv,12.922961480740371,12.96648324162081,12.96648324162081,13.053526763381692
intervene1.csv,10.83391695847924,10.7903951975988,10.83391695847924,10.311655827913956
low1.csv,14.446223111555778,14.446223111555778,14.446223111555778,14.054527263631817
low2.csv,11.05152576288144,11.05152576288144,11.05152576288144,11.182091045522762
low3.csv,11.834917458729365,11.791395697848925,11.834917458729365,14.185092546273134
low4.csv,10.442221110555277,10.442221110555277,10.442221110555277,10.61630815407704
low5.csv,12.096048024012006,12.139569784892446,12.183091545772886,12.139569784892446
low6.csv,12.400700350175086,12.400700350175086,12.400700350175086,12.313656828414208
mid1.csv,11.05152576288144,11.05152576288144,11.05152576288144,11.05152576288144
mid2.csv,12.139569784892446,12.139569784892446,12.139569784892446,16.75287643821911
mid3.csv,13.706353176588294,13.706353176588294,13.706353176588294,13.749874937468734
mid4.csv,11.965482741370685,12.009004502251125,12.009004502251125,12.052526263131565
mid5.csv,9.00600300150075,9.00600300150075,9.00600300150075,9.00600300150075
start1.csv,12.183091545772886,12.183091545772886,12.183091545772886,12.183091545772886
