File,ppg_si
end1.csv,19.11099770729316
high1.csv,23.497348613184634
high2.csv,20.54318462570615
high3.csv,26.40211889166214
high4.csv,18.030611867247323
high5.csv,7.335273664784036
high6.csv,12.71702438728634
high7.csv,14.905290992139607
low1.csv,20.414253441890633
low2.csv,21.685974303256046
low3.csv,22.69615867633238
low4.csv,21.951818898241132
low5.csv,21.842206672796703
low6.csv,19.96450651701254
mid1.csv,27.18540238472179
mid2.csv,21.02636289299546
mid3.csv,24.951793522710943
mid4.csv,29.618339507984626
mid5.csv,15.914748727301356
start1.csv,16.27242818979144
