File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
control1.csv,5.19964456769528,5.7401411754352,5.153118590951405,5.69585474865618
end1.csv,5.260650169854947,4.898740295102352,4.8925038313452065,7.201570646005608
high1.csv,7.326031732491907,6.238356811470402,6.24607277831751,6.816331853872246
high2.csv,7.397002879668816,7.651998244111334,6.835120102569397,7.13201776411191
high3.csv,4.626519455729921,4.648924039335557,5.821309808467394,5.169533991175002
high4.csv,5.890852331395914,5.883447108693106,5.883447108693106,6.84258605165182
high5.csv,6.962114796704096,6.234845125578028,6.323850951117723,7.628507809081225
high6.csv,7.0894491779690565,7.043263349657559,7.0894491779690565,6.283956675068896
high7.csv,6.466703513312019,7.036009766458023,7.088322827006908,7.228751180222658
intervene1.csv,6.052110929390983,5.563030467028896,4.8704156651235975,4.441062490015754
low1.csv,7.762709825482273,7.773513880572196,6.943178743753556,10.013846386568233
low2.csv,7.043783219407802,6.300151238947264,6.323850951117723,7.493167925672281
low3.csv,5.851524107295929,8.27530475309102,6.699252667552935,5.588124551906821
low4.csv,4.57435996003934,4.560539033680187,4.0840905132306595,5.1278001889430405
low5.csv,7.050442387827708,7.657489438009295,6.998988500534642,8.447418837575274
low6.csv,10.310036832006126,8.428625891409832,8.428625891409832,6.926208174432642
mid1.csv,6.6052145397596265,6.551730140976764,7.375500517622748,5.656854249492381
mid2.csv,4.017123491122234,5.274148117954106,5.2807531901953375,4.86210160648476
mid3.csv,6.546939880791573,7.1268697872955125,6.1720502852617125,6.051390862480314
mid4.csv,7.251513633160795,7.225255802938953,6.446949106636276,6.277484945604127
mid5.csv,9.995120760870789,10.007332275212194,10.66550944760531,6.5461585764292485
start1.csv,7.2642141359673795,6.699479772411469,6.699479772411469,7.4247357349550125
