File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
end1.csv,21.975487743871934,21.975487743871934,21.975487743871934,21.975487743871934
high1.csv,21.36618309154577,21.36618309154577,21.36618309154577,21.36618309154577
high2.csv,22.149574787393696,22.410705352676338,22.149574787393696,22.149574787393696
high3.csv,20.408704352176088,21.192096048024013,21.192096048024013,20.365182591295646
high4.csv,22.280140070035014,22.280140070035014,22.280140070035014,22.280140070035014
high5.csv,18.754877438719358,18.754877438719358,18.754877438719358,20.495747873936967
high6.csv,23.977488744372184,23.977488744372184,23.977488744372184,23.977488744372184
high7.csv,20.060530265132567,20.060530265132567,20.060530265132567,20.060530265132567
low1.csv,21.583791895947975,21.627313656828413,21.583791895947975,21.583791895947975
low2.csv,21.888444222111055,21.888444222111055,21.888444222111055,21.888444222111055
low3.csv,22.32366183091546,22.32366183091546,22.32366183091546,22.280140070035014
low4.csv,22.193096548274134,22.193096548274134,22.193096548274134,22.193096548274134
low5.csv,20.80040020010005,20.80040020010005,20.80040020010005,20.80040020010005
low6.csv,21.192096048024013,21.148574287143568,21.148574287143568,21.192096048024013
mid1.csv,10.442221110555277,10.442221110555277,10.442221110555277,10.529264632316156
mid2.csv,21.23561780890445,21.23561780890445,21.23561780890445,21.23561780890445
mid3.csv,20.017008504252125,20.017008504252125,20.017008504252125,20.017008504252125
mid4.csv,21.801400700350175,21.801400700350175,21.801400700350175,21.801400700350175
mid5.csv,17.101050525262632,17.101050525262632,17.101050525262632,17.101050525262632
start1.csv,22.280140070035014,22.280140070035014,22.280140070035014,22.236618309154576
