File,LA_RA_si,LL_LA_si,LL_RA_si,Vx_RL_si
end1.csv,3.776213756269481,4.273127980989766,4.273127980989766,4.295326197796777
high1.csv,4.1452897014198,4.127687542493237,4.1452897014198,4.1452897014198
high2.csv,3.5263993982236674,3.5732780638807013,3.55740885542368,3.7407476536820763
high3.csv,4.905510941793806,4.559536362360692,4.559536362360692,4.387622372087986
high4.csv,4.801040213040813,4.801040213040813,4.247788260354145,4.268358783860811
high5.csv,3.1881989363284857,3.1780936844857286,3.058847337169023,2.674329780755702
high6.csv,3.5113179038591547,4.062545372467638,3.4800850811974677,4.278578090433002
high7.csv,4.378897067494511,3.9211561504452574,3.9006509545387233,3.4508917053754993
low1.csv,3.8471237745810445,4.738141650226994,4.871926552430876,3.8259273390347683
low2.csv,4.547582209090627,4.4722155697345904,4.496195449780847,4.496195449780847
low3.csv,3.886504307924599,3.8717547127500143,3.8495413641242417,4.4487323123149505
low4.csv,4.0855525999966575,4.128584768358087,3.279645258612432,4.208564785808284
low5.csv,3.5886773002617423,3.7688650136699424,3.5649894024461273,4.357253507753629
low6.csv,5.416797644345642,3.953454612788096,4.8364427360586975,4.812676288858403
mid1.csv,4.2908831387356345,4.270785214951194,4.931477987006291,3.9796084941409933
mid2.csv,3.0472142044275783,3.513678994371884,3.0464715119344876,3.034536013623941
mid3.csv,3.6349305475875466,3.1815524234824077,4.020642092033249,3.596171612393324
mid4.csv,4.213991769547325,3.6494239237665234,3.6494239237665234,3.635982169350497
mid5.csv,3.683014832049192,3.683014832049192,3.7482059963007437,3.762062627647193
start1.csv,2.785642608428511,2.8736981097940877,2.8468653092625056,2.788649239210247
