File,ppg_rr
end1.csv,21.583791895947975
high1.csv,21.496748374187092
high2.csv,22.062531265632813
high3.csv,9.615307653826914
high4.csv,22.280140070035014
high5.csv,18.406703351675837
high6.csv,20.843921960980488
high7.csv,20.017008504252125
low1.csv,21.540270135067534
low2.csv,21.844922461230613
low3.csv,22.019009504752376
low4.csv,22.367183591795897
low5.csv,20.80040020010005
low6.csv,21.192096048024013
mid1.csv,20.58279139569785
mid2.csv,21.23561780890445
mid3.csv,19.886443221610804
mid4.csv,21.540270135067534
mid5.csv,17.884442221110557
start1.csv,22.671835917958976
