File,ppg_rr
end1.csv,14.83791895947974
high1.csv,15.969484742371186
high2.csv,14.533266633316657
high3.csv,15.708354177088543
high4.csv,14.88144072036018
high5.csv,15.490745372686343
high6.csv,14.663831915957978
high7.csv,14.446223111555778
low1.csv,14.141570785392695
low2.csv,14.402701350675338
low3.csv,16.535267633816908
low4.csv,14.446223111555778
low5.csv,15.360180090045024
low6.csv,16.448224112056028
mid1.csv,14.228614307153578
mid2.csv,14.62031015507754
mid3.csv,15.490745372686343
mid4.csv,16.230615307653828
mid5.csv,15.838919459729864
start1.csv,13.880440220110055
